sess,sid,actv_grp,total_ms_tp000,total_ms_tp010,total_ms_tp020,total_ms_tp030,total_ms_tp040,total_ms_tp050,total_ms_tp060,total_ms_tp070,total_ms_tp080,total_ms_tp090,total_ms_tp100,mw_tp000,mw_tp010,mw_tp020,mw_tp030,mw_tp040,mw_tp050,mw_tp060,mw_tp070,mw_tp080,mw_tp090,mw_tp100,mwc_tp000,mwc_tp010,mwc_tp020,mwc_tp030,mwc_tp040,mwc_tp050,mwc_tp060,mwc_tp070,mwc_tp080,mwc_tp090,mwc_tp100,mcl_tp000,mcl_tp010,mcl_tp020,mcl_tp030,mcl_tp040,mcl_tp050,mcl_tp060,mcl_tp070,mcl_tp080,mcl_tp090,mcl_tp100,mcr_tp000,mcr_tp010,mcr_tp020,mcr_tp030,mcr_tp040,mcr_tp050,mcr_tp060,mcr_tp070,mcr_tp080,mcr_tp090,mcr_tp100,mm_tp000,mm_tp010,mm_tp020,mm_tp030,mm_tp040,mm_tp050,mm_tp060,mm_tp070,mm_tp080,mm_tp090,mm_tp100,ks_tp000,ks_tp010,ks_tp020,ks_tp030,ks_tp040,ks_tp050,ks_tp060,ks_tp070,ks_tp080,ks_tp090,ks_tp100
1,2,Deeds,170000.0,590000.0,1345000.0,1577000.0,2711000.0,2976000.0,3084000.0,3279500.0,3598000.0,3790000.0,4344000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,20.0,42.0,150.0,250.0,422.0,617.0,638.0,649.0,684.0,888.0,1130.0
1,2,Diagram,877000.0,991200.0,1985200.0000000002,3156400.0,3178000.0,3235000.0,3240200.0,3758200.0,3764600.0,4338000.0,4344000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,58.0,58.0,346.00000000000006,642.0,642.0,642.0,642.0,888.0,888.0,1130.0,1130.0
1,2,Other,2000.0,1152800.0,1781000.0,2701800.0,3214800.0,3285000.0,3554000.0,3796800.0,4336600.0,4453000.0,4462000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,0.0,58.0,280.0,422.0,642.0,648.0,680.0,888.0,1091.6,1176.0,1176.0
1,2,Properties,220000.0,706600.0,1180400.0000000002,1628599.9999999998,2329600.0000000005,3157000.0,3362800.0,3517600.0,3570400.0,3850400.0,4244000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,24.0,44.4,102.40000000000006,235.5999999999999,424.80000000000007,642.0,664.8,680.0,680.0,783.2,938.0
1,2,Study,180000.0,1074700.0,1800200.0,2713700.0,3238400.0,3314500.0,3551000.0,3620500.0,3831400.0,4255000.0,4363000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,20.0,58.0,280.0,422.0,644.8,656.0,680.0,698.8,888.0,938.0,1130.0
1,2,TextEditor,1135000.0,1353200.0,1556600.0,1634900.0,2899200.0,2993000.0,3106000.0,3279600.0,3722000.0,3795500.0,4358000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,58.0,150.0,239.2,269.2,604.0,621.0,635.6,644.0,873.8,888.0,1130.0
1,4,Aulaweb,984000.0,1926600.0,2049400.0,2087000.0,2208600.0,2417000.0,2445200.0,2479800.0,3171400.000000003,4436200.000000001,4760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,90.0,504.8,516.0,516.0,559.2,594.0,594.0,594.0,753.0000000000013,1359.8000000000002,1488.0
1,4,Blank,157000.0,975100.0,1637000.0,2034900.0,2168000.0,2563500.0,3131400.0,3986000.0,4156400.0,4650800.0,4867000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3472.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,6.0,90.0,453.4,513.0,546.0,598.0,934.2,1185.0,1332.2,1437.6,1590.0
1,4,Deeds,5000.0,1001800.0,1490800.0,1844800.0,2932400.0,3161500.0,3545800.0,3906200.0,4061400.0,4396800.0,4697000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,75.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,0.0,120.0,307.0,504.0,656.8,949.0,978.2,1093.0,1275.8,1349.0,1447.0
1,4,Diagram,1119000.0,1377800.0,1727600.0,3268000.0,3304000.0,3472000.0,3546000.0,3595000.0,4109200.0,4174000.0,4696000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,295.0,301.0,478.0,971.0,971.0,971.0,979.0,983.0,1325.0,1337.0,1447.0
1,4,Other,2000.0,1870000.0,2068000.0,2122000.0,2182000.0,2360000.0,2453000.0,2618500.0,3971000.0,4665000.0,4867000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,45.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,0.0,504.0,516.0,543.5,548.0,594.0,594.0,598.5,1185.0,1441.0,1590.0
1,4,Properties,945000.0,1194300.0,2697200.0,3245900.0,3662600.0,3892500.0,3896800.0,3898900.0,3931400.0,4105700.0,4580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,88.0,274.29999999999995,679.0,912.2,1011.8,1045.0,1055.8,1070.2,1124.6,1285.0,1375.0
1,4,Study,126000.0,944700.0,1929000.0,2594500.0,2983800.0,3599000.0,3820800.0,4176600.0,4265400.0,4427700.0,4841000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2746.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,6.0,88.2,504.4,598.0,668.0,983.0,1009.4,1335.2,1337.0,1355.0,1590.0
1,4,TextEditor,988000.0,1448000.0,1610800.0,2042100.0,3076400.0,3209500.0,3323399.9999999986,4016600.0,4424600.000000001,4718000.0,4867000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,10457.0,90.0,307.0,389.0,514.2,775.0,961.0,974.1999999999999,1219.2,1359.8000000000002,1459.3,1590.0
1,5,Aulaweb,195000.0,1293200.000000001,2181400.0,2269000.0,2347600.0,2431000.0,3208199.999999998,3427799.9999999995,4429400.0,4845200.0,4973000.0,17.0,73.80000000000004,211.0,216.0,216.0,223.0,327.3999999999997,347.0,471.0,607.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,412.40000000000026,789.2,837.6,858.0,894.0,1388.3999999999987,1497.6,2283.0,2615.0,2659.0,8.0,8.0,22.0,22.0,22.0,22.0,27.599999999999994,28.0,36.0,46.0,50.0,11979.0,51707.40000000004,98053.4,103417.4,108530.6,113293.0,154408.3999999999,164683.0,229656.0,255028.6,261764.0,0.0,93.40000000000003,365.0,379.4,401.0,495.0,706.9999999999993,772.0,1162.0,1279.0,1311.0
1,5,Blank,45000.0,339600.0,527800.0,1576500.0,2161800.0,2343500.0,3323200.0,3466600.0,3731000.0000000005,4434900.0,4816000.0,0.0,29.0,29.0,91.9,207.8,216.0,340.0,348.4,385.0,469.8,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,143.0,280.0,493.3,774.8,858.0,1450.8,1509.3,1681.6000000000004,2290.2,2601.0,0.0,8.0,8.0,8.0,22.0,22.0,28.0,28.0,28.0,36.0,44.0,2010.0,20245.1,33613.6,62265.3,96189.6,108277.5,159055.0,166172.1,184098.20000000004,230378.1,253168.0,0.0,51.0,84.2,105.0,365.0,401.0,750.0,772.0,868.4000000000007,1162.0,1279.0
1,5,Deeds,44000.0,403400.0,886800.0,1784400.0,2465200.0,3221000.0,3329200.0,3606400.0,3820600.0,4070200.0,4705000.0,0.0,29.0,40.0,111.0,229.0,302.0,342.8,378.0,404.0,466.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,188.8,363.2,601.2,916.8,1348.0,1460.4,1616.6,1799.6,1990.6,2539.0,0.0,8.0,8.0,22.0,24.0,28.0,28.0,28.0,32.0,32.0,38.0,1790.0,24663.0,41510.4,74741.4,116268.0,151558.0,159858.2,175069.8,192807.0,207440.2,247070.0,0.0,63.8,101.0,143.0,495.0,730.0,750.0,815.2,916.4,1075.2,1279.0
1,5,Diagram,1257000.0,1744000.0,1787000.0,2182000.0,2794000.0,2908000.0,3898000.0,4463000.0,4617000.0,4628000.0,4637000.0,40.0,111.0,111.0,211.0,249.0,259.0,408.0,471.0,497.0,497.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,568.0,602.0,784.0,1151.0,1270.0,1872.0,2342.0,2479.0,2495.0,2499.0,8.0,22.0,22.0,22.0,28.0,28.0,32.0,36.0,36.0,36.0,36.0,48930.0,71931.0,74976.0,97728.0,135201.0,141795.0,196602.0,233492.0,241642.0,242588.0,243141.0,103.0,143.0,143.0,365.0,535.0,535.0,950.0,1162.0,1162.0,1162.0,1162.0
1,5,Other,2000.0,117000.0,1596400.0,2323600.0,2714600.0,3527000.0,3768600.0,3999000.0,4088600.0,4731000.0,4980000.0,0.0,10.0,100.0,216.0,249.0,378.0,385.0,451.2,466.0,555.8,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,507.2,846.8,1094.0,1557.0,1714.6,1956.2,2031.8,2558.2,2665.0,0.0,8.0,12.0,22.0,26.8,28.0,28.0,32.0,36.0,38.0,50.0,194.0,7554.0,64043.2,106604.6,130503.2,171310.0,187085.2,204202.0,209523.0,248814.4,262412.0,0.0,0.0,105.0,401.0,535.0,796.0,908.0,1074.0,1076.0,1279.0,1313.0
1,5,Properties,845000.0,1273200.0,1722600.0,2177800.0,2774200.0,2978500.0,3728800.0,3735600.0,3763000.0,3972600.0000000005,4618000.0,40.0,40.0,99.6,211.0,249.0,258.0,385.0,385.0,389.6,421.1,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,427.6,573.6,784.9,1136.0,1232.0,1679.6,1687.2,1716.0,1930.7000000000003,2481.0,8.0,8.0,19.2,22.0,28.0,28.0,28.0,28.0,28.8,32.400000000000006,36.0,41361.0,50338.0,71061.4,97499.0,134458.8,141858.0,183556.4,184202.2,186454.4,201494.90000000002,241753.0,101.0,102.8,135.4,365.0,535.0,602.0,858.8,873.0,914.8,982.0000000000002,1162.0
1,5,Study,249000.0,450400.0,594000.0000000003,1895399.9999999995,2457200.0,3033000.0,3479800.0,3743200.0,4074400.0,4413800.0,4705000.0,29.0,29.0,31.200000000000014,147.19999999999993,229.0,261.0,359.0,385.0,466.0,468.6,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,217.2,298.6000000000001,646.3999999999997,910.8,1290.0,1515.0,1693.2,1993.8,2263.8,2541.0,8.0,8.0,8.0,19.19999999999998,24.0,28.0,28.0,28.0,33.6,36.0,38.0,14595.0,27873.2,35432.80000000001,80292.79999999997,115507.4,145494.0,167169.4,184961.2,207953.4,227742.8,247117.0,47.0,68.2,89.80000000000001,306.5999999999997,495.0,663.0,772.0,880.0,1075.6,1162.0,1279.0
1,5,TextEditor,1628000.0,1852600.0,2494200.000000001,3145500.0,3245800.0,3778500.0,3814000.0,3977000.0,4471600.0,4703700.0,4742000.0,100.0,111.0,232.20000000000007,266.4,302.0,393.0,403.0,444.5,486.8,534.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,642.4,966.0000000000006,1302.8,1381.6,1741.0,1796.0,1937.4,2347.4,2536.4,2569.0,16.0,22.0,25.60000000000001,28.0,28.0,28.0,32.0,32.0,36.0,38.0,38.0,65874.0,78568.8,116722.80000000006,147434.6,153748.8,187960.0,192345.0,202709.1,234336.6,246873.8,249881.0,133.0,216.6,467.0000000000003,668.4,743.2,908.0,908.0,1027.2,1162.0,1279.0,1279.0
1,7,Aulaweb,1440000.0,1814000.0,2420800.0,2584200.0,3142000.0000000005,3449000.0,3573400.0,3779000.0,3850400.0000000005,4196000.0,4712000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,368.0,498.0,771.6,857.2,1232.8000000000004,1404.0,1454.8,1533.2,1572.8000000000002,1784.8,2066.0,26.0,26.0,34.0,36.4,40.400000000000006,42.0,42.8,44.0,44.800000000000004,48.0,64.0,19439.0,27471.0,42203.2,46514.4,61069.000000000015,67515.0,70058.2,74011.2,75859.20000000001,84682.6,97164.0,83.0,481.8,663.0,691.6,964.4000000000003,1102.0,1125.2,1228.8,1288.0000000000005,1526.8,1668.0
1,7,Blank,3000.0,1565700.0,2000400.0,2517700.0,3079000.0,3230500.0,3452600.0,3926600.0,4035800.0,4157800.0,5299000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,5.0,412.0,560.4,812.1,1184.0,1294.5,1407.4,1615.3,1678.6,1775.9,2418.0,0.0,26.0,26.0,36.0,42.0,42.0,42.0,48.0,48.0,48.0,64.0,119.0,22126.7,30425.8,44780.6,59912.4,63845.5,67649.8,77865.3,80859.6,83630.7,114695.0,0.0,243.6,573.4,675.0,1022.4,1068.0,1102.0,1309.4,1428.0,1456.0,1871.0
1,7,Deeds,274000.0,1696200.0,1958800.0,2204600.0,3008000.0,3279000.0,3875200.0,4046600.0,4911000.0,5148000.0,5354000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,54.0,446.8,523.2,652.8,1101.2,1344.0,1574.4,1678.8,2177.2,2338.0,2475.0,4.0,26.0,26.0,28.0,38.0,42.0,48.0,48.0,64.0,64.0,64.0,4034.0,25253.4,28951.6,36407.2,57117.4,65049.0,76134.2,81057.4,103408.6,110091.4,116882.0,0.0,393.0,533.0,625.0,1002.8,1060.0,1268.0,1425.6,1824.8,1829.0,1879.0
